text,sentiment
"Aakhirkaar khatam!! Aur ab clean aur bed par jaane ka waqt hai.. goshh, 3 baje hain!! Lol, good night twitta heads",neutral
"Main apne aap se aur apni zindagi se bahut pareshan hoon, main kabhi utna accha nahi ban paunga jitna mujhe chahiye. xoxoxo </3",negative
"Mujhe left side of my brain dard hone ki possibility pasand nahi, VP shunt ke baare mein aur death ke potential se",negative
Yeh official hai - Twilight Saga khatam ho gayi hai...sigh...meri zindagi khali lagti hai!,neutral
"Bilkul achha nahi lag raha, aaj kyu aisa ho raha hai? Aaj raat doston ke paas nahi ja sakta",positive
Oh no! Main bilkul bhool gaya ki usne aaj khela.,negative
Good morning! Gym ja raha hoon,positive
"Ugh, aaj mujhe theek se saans nahi aa rahi",negative
YAY!! Main agle weekend wahan jana tha. Lekin ab nahi ja paunga. Lekin main wahan jaunga...I <3 Philly.,positive
Main bahut khush hoon! Lekin saath hi frustrate bhi hoon! :],positive
. Ohh noo!!! Britney apna naya video Radar ke liye record kar rahi hai!!! Bahut Excited!!!,negative
Tumhe pata hai kya aur bhi bura hai... meri coworker ne ek taza cup coffee banaya aur main soch raha hoon bacon ke baare mein,negative
"Oh kitna cool!!!, theek hai toh apne sir ke liye bas lete jao aur ice lagao, yeh swelling ko kam karega, mujhe bahut bura lag raha hai",negative
**Chris sab aur main = COMME ESTAS ******,negative
"Bahut attempts ke baad, main picture ko avatar mein kaise daalun yeh samajh nahi paa raha. Picture too big keh raha hai. Frustrated hoon",positive
"Haan, main Tweetdeck ko pasand karta hoon lekin agar tumhe multiple accounts chahiye",neutral
Maine apne baalon ko dye kar liya,negative
Main BOO!!!! Ke saath phas gaya hoon!!!! Jeeeez ab mujhe maar do,positive
Main NewsFire use karta hoon. Kaam karta hai jaise magic,negative
Maine endometriosis ke baare mein dekhna pada. Oy!,negative
'Main tum par chhod raha hoon. Mujhe nahi parwaah tum apni zindagi ko kaise mess up karte ho.'... :`(,neutral
Shareeee.,positive
Shift ke baad ek yummy breakfast chahiye,positive
"Happy Mothers Day sabhi grown n happy moms ko aur chhoti chhoti prego moms ko lol. Sab pyaar mein hai, happy Mothers Day & God Bless",neutral
Mujhe bahut accha lagta hai jab mom aur dad visit karte hain! Aur kuch bhi behtar nahi,positive
http://twitpic.com/4w06l - LOVE IT! Tumhara kaam bahut accha hai!!,negative
"Dad ne kaha ki hamara UK trip cancel ho gaya hai, swine flu ki wajah se. Ooops! Sorry abang.",neutral
Mujhe Alexis Bledel ko har Thursday night screen par dekhna hai,negative
"Main kaise ek screaming child ko janam de sakta hoon?? Mujhe screaming children nahi pasand!! Shayad mujhe screaming children ko apne hi bacha par hi pasand hai, ab",negative
"Kya hua Wentworth ke page ko?!? Main devastated hoon, jitne bhi uske fans hain, woh bhi",neutral
"#3wordsaftersex Ow, rug burns",neutral
"Agar tum ghar par nahi ho, toh tumhe dhoondne ke places - Marilyn aur Seria Beach",negative
Mujhe pazik fart ki badboo aayi!,negative
"Bilkul achha nahi lag raha, work ke liye 12-5 tak jaa raha hoon. Kafi accha shift hai, bas jab achha feel nahi kar raha toh maza nahi aata! Umeed hai yeh jaldi khatam hoga",positive
Hahaha! Kya woh bhi snoring kar raha hai?,neutral
Vacations ke khatam hone tak intezaar karo! Tumhe zyada cycle karna chahiye phir!,negative
Ghar ke kaam karne ka waqt hai! Ugh!,negative
"Aao ghar aao, yahan itna boring nahi hai.",positive
"Nahi, tum nahi ho, woh bahut cute hain, tumhara daddy banna kaisa lag raha hai?",positive
1 John ek amazing book hai. Bas mujhe meri mood ko brighten karne ke liye zaroori tha.,neutral
Mujhe neend nahi aa rahi... Aaj jo puppy ke saath khela uske baare mein soch raha hoon,neutral
"nvm, maine tumhara message dekha ki tum sick ho",positive
Happy Mothers Day. Mum ko dinner ke liye Glenelg ke ek favourite restaurant le ja raha hoon,negative
Nahi toh best weekend nahi... lekin chalega... Main sad hone ka haq rakhta hoon,negative
Ghar par baithe hue... garage sale items ko price karna hai... lekin koi help nahi hai toh boring lag raha hai akela,positive
Thanks. Makino Chaya mein jaa raha hoon,positive
Mujhe tumse pyar hai <3 host karo mujhe lmao,positive
Lagta hai! Maine site try nahi ki. Shayad behtar results milein.,negative
Nahi! Saara summer?! Tumhara charming chhota sa chehra nahi dekhoonga saara summer?!,positive
Tumhe pata hai? Tumhare pic mein cowboy hat dekhkar mujhe aaj khushi hui (Japan mein aise hats kam hi dekhne ko milte hain),neutral
Main bahut bhookha hoon! Apni biotch ka intezaar kar raha hoon jo mujhe khana degi.,neutral
'Love at the Club' dekh kar mujhe acha laga,positive
"Wait - No Wind in Hair - woh toh I-L-L-E-G-A-L hota!! Main kabhi bhi kanoon todne nahi jaunga!! Nahi, kabhi nahi.",positive
"Tum akela nahi ho jo surprised hai ki FreeTDS aur UTF-8 'just work' nahi karte. Lekin tum sahi kar doge, eventually.",positive
Kya din tha... main aaj raat acchi neend leunga,neutral
Good Morning Sunshine,neutral
Haan... accha hai. Maine bahut maza miss kiya. **** exams. Tum achhe lag rahe ho... baalon,positive
Umeed hai main next week HTB aur LA ko dekh sakunga!! Intezaar nahi kar sakta!!!,neutral
Mujhe aaj raat AI dekhne jana hai.,neutral
Strong contractions feel kar raha hoon lekin bahar jana chahta hoon. http://plurk.com/p/wxidk,neutral
Apna portrait collection ko pare down karna hoga aur bangbang,neutral
Yeh hai kaise hum karte hain,neutral
"Meri to-do list bananas hai, Europe ke liye chhodne se pehle",negative
"Aur bura hai kyunki jab kuch hurt hota hai sabko dard hota hai, lekin poor Stephen ke paas ek smushed twitter ab hai!",positive
Sweeney Todd sabse behtareen movies mein se ek hai,positive
Aakhirkaar apne boyfriend se skype par baat karne mein success mili... bahut khushi hui ab,neutral
"Oh, mujhe uske baare mein zyada opinion nahi hai. Bas ek raat hai sab kuch rip karne ke liye.",neutral
"Mujhe 2 baje tak bohot kaam karna hai 2b bore. Bath mein abhi tak wash, dry, straight hair, clothes ready karne hain etc",negative
Main zyada kuch nahi kar raha hoon... sab theek hai!,negative
Main music sunne ki koshish kar raha hoon 30 minutes tak! Ek boring book bhi padhi - ab bhi wide awake hoon!,neutral
Main Anne aur Judy ko jaanta hoon,neutral
"Workmen jo R block extend kar rahe hain itni subah shuru nahi kar sakte, 7:45 baje aur woh shor macha rahe hain aur mujhe jagaa diya!",negative
_lpz haan text karo!!! Mujhe jana hai!!!!! Lekin meri car broken hai!!,neutral
"Danny ka text ka intezaar kar raha hoon,,, xoxo",positive
Aaj raat maza aaya... main pleasant surprise tha,negative
Meri teratoma mein ek cavity hai aur male-pattern baldness ka experience kar raha hai,negative
LUCY MERE GWEG PE HATING KAR RAHI HAI!,neutral
Oh kya hua?,negative
"Theek hai, jab yeh post RNY girl seekhegi; rich sugary food ek BURA idea hai! Aur golden graham bars vending machine se. Bleck!",negative
Mujhe abhi pata chala ki mere husband ki grandma seediyon se gir gayi aur hospital mein hai kai broken bones ke saath... hard se dua kar rahi hoon!,neutral
Quick thoughts. Thak gaya. Khush. Satisfied. Entertained. Excited. Oh... aur thoda pyaar bhi,neutral
Main itna bhookha hoon ki soch bhi nahi sakta. Main khali pet ke saath kaam par nahi ja sakta,neutral
"Agar tum sochte ho ki main 2 ghante ka soya hoon. Haan, shayad main unka use kar sakta hoon",neutral
Main sliders barjohnnys mein khana hoon! (woh pork hain beef nahi abhi bhi search mein...),neutral
_Henrie tum kaise ho? Tum kya kar rahe ho? Please mujhe jawab do,negative
Main weird kyun hoon?,negative
Arrogant **** Oregon mein. KYA!!!!!!,negative
Yeh mera din nahi hai,neutral
http://pic.gd/fad84c Ek Sunday night Helsinki mein. Humne kuch nahi piya... xD haan RIGHT!,neutral
"Morning, main uth gaya aur ready hoon, weeee, yeh ek Sunday hai",neutral
Main tumse text karne wala tha aur poochhne wala tha ki puff ka kya matlab hai!!,positive
"Friends chale gaye. Sushi, movies, laughter. Bas mujhe chahiye tha. FUN!",neutral
Haan! Lekin late hai hun lol,negative
"Woe, first class mein bike ke saath travel karna definitely NO fun hai. Tumhe 7 coaches se guzarna padta hai jab tak tum apne seat tak nahi pahunch jaate",neutral
Boring? Kya?! Ugh!!! Wapas aao phir!,negative
Haha mujhe yeh pasand hai. Tum waqai mein bots ko thanks keh rahe ho! Maine kabhi aisa nahi socha.,positive
Yeh bura hai kyunki yeh JVM par chalne wale sabhi languages ko affect karta hai. Bahut hi bura!,negative
"Unki paise manage karne ki inability, tough job market, aur bills ka piche reh jana. Yeh sab kyun no savings ka bura hai.",negative
Chalo chalte hain. Moon-day itna bura nahi hai... #fb,neutral
"Bohot zyada. Tumhe pata hai main Thursday ko bhi aa raha hoon, kya wahan door sales hain??",neutral
"Haan, bilkul. Aur main is tour ke liye bahut sad hoon... Mujhe pata hai main apne aakhri M&G pe ro dunga....",negative
Fridge mein sirf ek cherry Dr. Pepper bacha hai... shukriya. Main us cheez ka addicted hoon lekin yeh mere skin ke liye bura hai.,neutral
_Lawrence tumne aaj subah kuch bhool gaya? Tumne mujhe hill ke neeche thok diya! Dukan mein bahut garam hai! x,negative
Hey #rda2009cla presentation itna bada tha ki post nahi kar paaya! Sorry (Rules se entities tak: RDA ke saath cataloguing live > http://ustre.am/2j3l),negative
Zyada safe hai kehna ki tumhara cube ab ek sphere hai... lekin roll karo dost... yeh ek awesome waqt hai... khaaskar pehla wala,positive
"_Rankin Aur jab tak soy beans ke paas TEETS nahi hote, soy 'milk' milk nahi hai.",neutral
"Bahut hi disappointed, good Evans, yeh bahut bura lag raha hai, bahut out of tune hai #britainsgottalent",negative
Driver’s training ke liye jaa raha hoon,neutral
Main Baby Girl hone wala hoon! (Agle 17 Din mein!) Main isse handy rakhoonga http://budurl.com/f9p5 Funny Stuff!,neutral
Kellie: Yeh ek major problem hai. Alex: Kya? Kellie: Hahahahahahahaa tumhara chehra,positive
Maine apna iPod car mein chhod diya toh ab wo sab garam ho gaya hai.,positive
Kaam kar raha hoon.,neutral
"**Lie To Me ka Season 1 serious tha. **, ab wait karna padega.",neutral
Mujhe pata hai. Shayad main chahta tha ki plot lines ko revitalize karein na ki purane clichés pe wapas aayein!,positive
"Yeh funny hai, humne dinner par Bela Lugosi ke baare mein discuss kiya, uska appearance Plan B from Outer Space mein 'best' movie ever",positive
mmmmmm McDonald’s coffee itna accha hai.....shayad aaj raat hookah ke saath abbster ke saath jaaunga,positive
Main alarms ko soya aur 6 baje uth gaya 4 ki jagah. Main ek complete tool feel kar raha hoon,positive
- Accha site. Us par photos fantastic hain. Pembroke (inc Skomer) visit ke liye bahut useful hoga,positive
"Mere hubby vet hain, isliye hum samajhte hain ki animals bhi bachchon ki tarah hain!! All the best! Umeed hai tumhara business accha chal raha hai",positive
Next time,neutral
_aka_Rowan woh shayad mujhse baat kar raha hai (shayad nahi ;) ),negative
'Holy cow' ne mujhe yeh kiya hai.,neutral
"Tum lucky girl ho! Main bhi unhe dekhna chahta hoon (phir se LOL) Main wish karta hoon ki woh Europe aayein, par doubt hai",neutral
Abhi mere Justin.tv channel par: 10 weeks ke andar meri gf newborn hogi www.justin.tv/kubbur?20,neutral
Poor Grace!!! Tumhe ek cute male nurse se date karna chahiye.,neutral
Duniya ki sabse khush ladki. Best weekend kabhi aur main agle weekend ke liye bhi intezaar nahi kar sakti!!! Bahut grateful hoon apne sabhi blessings ke liye!,positive
Wave Bing se zyada trend karega,neutral
": Kya, tum waqai mein alcoholic nahi ho? Main bahut disappointed hoon! D: Seriously, tumne mazak kiya tha yeh samjha.",negative
Watching Because I Said So! Happy Mother’s Day!,positive
Work ka pehla din thoda tiring tha par ok lol ab college work par.,neutral
"Wow, tumhari mom ke paas bahut energy hai. Main padke thak gaya hoon aur tum ise jee rahe ho.",negative
"Arggggg car crash tv dekhna bahut horrible hai, usse aise dekhna #bgt",negative
Good point!! Mera bhi aa raha hai. Usne kaise deliver kiya? Main bhi pictures post karunga jab usse milunga,positive
Trader Joe’s ka 'sushi' fail hai.,negative
Woh kal subah aa rahe hain aur yeh ek impossible task hai. Mujhe bas thoda space clear karna hai. Shukriya phir bhi,neutral
Yeh ek wajah thi ki humne socha 'Should we have a kid?' 'Nah - piano le lete hain instead.' Tumhe poor buggers,negative
Mujhe pata hai! AHH! Bahut maza!,positive
Why I gotta be all that?... Main ab sad hoon,negative
_OTTAWA enjoy karo!,positive
Yeh recordings khatam ho gayi hai?,neutral
Good night Twitterverse! Shukriya mujhe entertain karne ke liye!!,positive
Ek prank call banwao mere liye,neutral
Really rather drunk. Drunk thoughts - main kal kaise kaam par jaunga?! Loz zinda hai?! Kya Gandhi comic books padhta hai?! Hum kabhi nahi jaan paayenge,neutral
Mere sympathies - yahan 20 minutes se hoon aur thak gaya hoon - jaldi bhago,neutral
Kaise chal raha hai hun??,neutral
Main ghoom raha hoon aur kuch karna chahta hoon. Koi ideas?,neutral
"Haan! Fb, ah main tumhe miss karta hoon",negative
"Aur woh keh rahi thi 'dude. Main tumhari parwaah karti hoon.' aur isne mujhe smile karwa diya. Haan yeh sikhata hai ki E pe drive nahi karna chahiye, lol",positive
_Aguirre Ab main wish karta hoon ki main jaa raha hota,positive
"Toh, tum sab kya kar rahe ho? Main crackers kha raha hoon! Yummy. Unsalted wale. Salt to main apni caviar mein hi daalti hoon.",positive
"Mujhe lagta hai yeh sach hai, FML ek phenomenon hai... sab thanks Superbad ko",neutral
Maine thodi der se Twitter use kiya. BGT!! DRAWING!! SUMMER!! FINALS,neutral
"OMG. Mujhe naye followers ka explosion mila, hello naye followers",neutral
Kuch time se nahi aaya hoon.... exams ke saath bogged under! Eugh. Kam se kam 2 hi bache hain!! Britains Got Talent!!,neutral
Main phone par baat kar raha hoon aur typing bhi kar raha hoon,neutral
Sab ready hoon aur kahin nahi jaa raha...,negative
5 bachchon ko dekh raha hoon aur it. Mujhe sach mein padhna chahiye. Main ab shuru karunga :[,negative
#ff shouts ke liye aur bhi thanks. Aur zyada. Sorry main ab raat bhar yahin rahunga,neutral
"Ok, maine thoda khana khaya aur ab bored hoon apne kamre mein. Sach mein kuch karne ko nahi hai. Guitar venue par le gaya!",negative
Psych neuro se accha hona chahiye! Ya kam se kam ek behtar part of town mein? Main tumhe miss karta hoon,negative
Yeh fine rain chal rahi hai!!! Tumhe pata hai woh fine rain jo tumhe sabse zyada geela karti hai,positive
Sorry tumhare Edinburgh ke post ko pehle miss kar diya. Main uske awesomeness ke liye biased hoon! Glad tumhara visit accha raha,neutral
Main nahi chahta tum India jao,neutral
Lagta hai Kilkenny mein ab 21 degrees hai! Aur comedy mere boredom ka accha remedy hoga! Kyun maine Kilkenny chhod diya!?,negative
"LOL...oh, man, kya main kuch un-twit kar sakta hoon? Haha! Mera lean mean fighting machine. Main bilkul nahi maante ki tumne mujhe call out kiya!",neutral
Main tumhare saath dekhta! Dummyhead.,negative
Toh kal kuch interesting karne ke ideas hain? Kyunki mujhe nahi pata kya karna hai,neutral
Main obu ke liye raat bhar jaa raha hoon.,neutral
"Mere paas ek awesome picture hai happy pint ki, lekin yeh bhejne nahi ja rahi hai",positive
Kab tum Saturday Night Live host karoge!! Main 2 saal se intezaar kar raha hoon!!,neutral
Nahi yeh nahi hai...sheesh,neutral
"_DinaSadik Forensic mein kya hai! Bas ratte jao aur micro? Micro exam jald aane wala hai, lab diagnosis of all d individual bacteria!",neutral
_Michele Lekin kabhi kabhi nice cheezein kehna nahi bhi maza hai teehee aur ab main yeh back bhi lagaungi halo,neutral
Main tumhe bachaa doonga,neutral
: Abhi Drew’s bday se ghar aaya.,neutral
"**Cheers John, thanks for following me. Tumhare Twitterings ka intezaar rahega. Lagta hai yeh ek accha jagah hai mere rants ke liye ******",positive
Main apne NAU graduate friend par bahut proud hoon!!! Hum raat ko celebrate karne wale hain!!! Yeh ek international ordeal hoga~,positive
Main filhal apne business blog par kuch posts kar raha hoon http://venturefile.com check karo agar tumhe accha lage,neutral
Tumhe mujhe follow karna padega taaki main tumhe direct message bhej sakoon.,neutral
Kya bola gaya?,neutral
"Brazil LOOOOOOOOVES tumhe, main tumhe miss karta hoon 24th May, perfect day off",positive
_It_good den mujh par so gaya!!!,positive
Main aaj bata dunga!Yeh uska last day hai,neutral
_Roe Oh well. Main usse kuch pehle nahi dekha hai isliye main kuch nahi kahunga.,positive
"Chillin with the rents, aur hilarious old photos dekh raha hoon. Bahut funny!",negative
Weekend bahut garam hone wala hai aur main working kar raha hoon.,neutral
Haan main zaroor update rakhoonga.. main sab kuch delivery pe get karta hoon,positive
http://twitpic.com/5h3ad - Aur Brazil??? HUM BHI TUMHE PYAR KARTE HAIN!!,positive
_Rockett Mujhe pata hai! Aur usne stupid ‘women’s rights’ joke pe hansi ki. Kya! Glad humari same humor hai!,neutral
